Data as of,Start Date,End Date,State,County Name,Urban Rural Code,FIPS State,FIPS County,FIPS Code,Indicator,Total deaths,COVID-19 Deaths,Non-Hispanic White,Non-Hispanic Black,Non-Hispanic American Indian or Alaska Native,Non-Hispanic Asian,Non-Hispanic Native Hawaiian or Other Pacific Islander,Hispanic,Other,Urban Rural Description,Footnote
03/17/2021,01/01/2020,03/13/2021,NH,Merrimack County,5,33,13,33013,Distribution of COVID-19 deaths (%),1966,116,0.966,,,,,,,Micropolitan,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,NH,Merrimack County,5,33,13,33013,Distribution of population (%),1966,116,0.921,0.016,0.002,0.022,0,0.023,0.015,Micropolitan,
03/17/2021,01/01/2020,03/13/2021,NH,Rockingham County,2,33,15,33015,Distribution of all-cause deaths (%),2951,196,0.979,0.006,,0.005,,0.007,,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,NH,Rockingham County,2,33,15,33015,Distribution of COVID-19 deaths (%),2951,196,0.954,,,,,,,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,NH,Rockingham County,2,33,15,33015,Distribution of population (%),2951,196,0.922,0.008,0.001,0.022,0,0.033,0.014,Large fringe metro,
03/17/2021,01/01/2020,03/13/2021,NJ,Atlantic County,3,34,1,34001,Distribution of all-cause deaths (%),4059,532,0.719,0.17,,0.029,,0.078,0.002,Medium metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,NJ,Atlantic County,3,34,1,34001,Distribution of COVID-19 deaths (%),4059,532,0.662,0.162,,0.043,,0.128,,Medium metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,NJ,Atlantic County,3,34,1,34001,Distribution of population (%),4059,532,0.559,0.146,0.002,0.079,0,0.194,0.02,Medium metro,
03/17/2021,01/01/2020,03/13/2021,NJ,Bergen County,2,34,3,34003,Distribution of all-cause deaths (%),12015,2871,0.732,0.063,,0.074,,0.127,0.003,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,NJ,Bergen County,2,34,3,34003,Distribution of COVID-19 deaths (%),12015,2871,0.623,0.072,,0.096,,0.205,0.003,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,NJ,Bergen County,2,34,3,34003,Distribution of population (%),12015,2871,0.551,0.055,0.001,0.167,0,0.21,0.015,Large fringe metro,
03/17/2021,01/01/2020,03/13/2021,NJ,Burlington County,2,34,5,34005,Distribution of all-cause deaths (%),4892,700,0.766,0.172,,0.027,,0.031,0.003,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,NJ,Burlington County,2,34,5,34005,Distribution of COVID-19 deaths (%),4892,700,0.733,0.187,,0.03,,0.046,,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,NJ,Burlington County,2,34,5,34005,Distribution of population (%),4892,700,0.665,0.169,0.002,0.053,0.001,0.085,0.025,Large fringe metro,
03/17/2021,01/01/2020,03/13/2021,NJ,Camden County,2,34,7,34007,Distribution of all-cause deaths (%),8420,1156,0.703,0.19,,0.026,,0.077,0.003,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,NJ,Camden County,2,34,7,34007,Distribution of COVID-19 deaths (%),8420,1156,0.631,0.2,,0.048,,0.117,,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,NJ,Camden County,2,34,7,34007,Distribution of population (%),8420,1156,0.558,0.187,0.002,0.059,0,0.176,0.019,Large fringe metro,
03/17/2021,01/01/2020,03/13/2021,NJ,Cape May County,4,34,9,34009,Distribution of all-cause deaths (%),1464,141,0.923,0.044,,,,0.024,,Small metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,NJ,Cape May County,4,34,9,34009,Distribution of COVID-19 deaths (%),1464,141,0.915,,,,,,,Small metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,NJ,Cape May County,4,34,9,34009,Distribution of population (%),1464,141,0.85,0.041,0.002,0.01,0,0.081,0.017,Small metro,
03/17/2021,01/01/2020,03/13/2021,NJ,Cumberland County,4,34,11,34011,Distribution of all-cause deaths (%),2183,332,0.665,0.167,0.012,0.012,,0.141,,Small metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,NJ,Cumberland County,4,34,11,34011,Distribution of COVID-19 deaths (%),2183,332,0.596,0.169,,,,0.22,,Small metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,NJ,Cumberland County,4,34,11,34011,Distribution of population (%),2183,332,0.454,0.187,0.006,0.013,0,0.318,0.022,Small metro,
03/17/2021,01/01/2020,03/13/2021,NJ,Essex County,1,34,13,34013,Distribution of all-cause deaths (%),10882,2701,0.377,0.434,,0.035,,0.152,0.002,Large central metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,NJ,Essex County,1,34,13,34013,Distribution of COVID-19 deaths (%),10882,2701,0.309,0.43,,0.046,,0.21,0.004,Large central metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,NJ,Essex County,1,34,13,34013,Distribution of population (%),10882,2701,0.302,0.386,0.002,0.057,0,0.238,0.015,Large central metro,
03/17/2021,01/01/2020,03/13/2021,NJ,Gloucester County,2,34,15,34015,Distribution of all-cause deaths (%),3612,504,0.834,0.12,,0.016,,0.025,0.004,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,NJ,Gloucester County,2,34,15,34015,Distribution of COVID-19 deaths (%),3612,504,0.782,0.155,,0.032,,0.024,,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,NJ,Gloucester County,2,34,15,34015,Distribution of population (%),3612,504,0.778,0.104,0.001,0.03,0,0.067,0.02,Large fringe metro,
03/17/2021,01/01/2020,03/13/2021,NJ,Hudson County,1,34,17,34017,Distribution of all-cause deaths (%),5590,1499,0.347,0.159,,0.083,,0.406,0.004,Large central metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,NJ,Hudson County,1,34,17,34017,Distribution of COVID-19 deaths (%),5590,1499,0.231,0.119,,0.095,,0.55,,Large central metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,NJ,Hudson County,1,34,17,34017,Distribution of population (%),5590,1499,0.289,0.107,0.001,0.16,0.001,0.427,0.015,Large central metro,
03/17/2021,01/01/2020,03/13/2021,NJ,Hunterdon County,2,34,19,34019,Distribution of all-cause deaths (%),1111,154,0.93,0.022,,0.02,,0.027,,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,NJ,Hunterdon County,2,34,19,34019,Distribution of COVID-19 deaths (%),1111,154,0.818,0.071,,0.071,,,,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,NJ,Hunterdon County,2,34,19,34019,Distribution of population (%),1111,154,0.847,0.024,0.001,0.044,0.001,0.07,0.014,Large fringe metro,
03/17/2021,01/01/2020,03/13/2021,NJ,Mercer County,3,34,21,34021,Distribution of all-cause deaths (%),4147,774,0.638,0.238,,0.04,,0.082,,Medium metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,NJ,Mercer County,3,34,21,34021,Distribution of COVID-19 deaths (%),4147,774,0.536,0.28,,0.052,,0.129,,Medium metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,NJ,Mercer County,3,34,21,34021,Distribution of population (%),4147,774,0.482,0.195,0.002,0.117,0.001,0.184,0.019,Medium metro,
03/17/2021,01/01/2020,03/13/2021,NJ,Middlesex County,2,34,23,34023,Distribution of all-cause deaths (%),10137,2192,0.643,0.117,,0.109,,0.127,0.003,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,NJ,Middlesex County,2,34,23,34023,Distribution of COVID-19 deaths (%),10137,2192,0.505,0.132,,0.133,,0.224,0.005,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,NJ,Middlesex County,2,34,23,34023,Distribution of population (%),10137,2192,0.417,0.098,0.002,0.247,0,0.221,0.015,Large fringe metro,
03/17/2021,01/01/2020,03/13/2021,NJ,Monmouth County,2,34,25,34025,Distribution of all-cause deaths (%),8910,1474,0.841,0.08,,0.027,,0.049,0.002,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,NJ,Monmouth County,2,34,25,34025,Distribution of COVID-19 deaths (%),8910,1474,0.781,0.088,,0.043,,0.083,,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,NJ,Monmouth County,2,34,25,34025,Distribution of population (%),8910,1474,0.75,0.067,0.001,0.055,0,0.111,0.015,Large fringe metro,
03/17/2021,01/01/2020,03/13/2021,NJ,Morris County,2,34,27,34027,Distribution of all-cause deaths (%),7069,1435,0.847,0.045,,0.038,,0.066,0.003,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,NJ,Morris County,2,34,27,34027,Distribution of COVID-19 deaths (%),7069,1435,0.746,0.061,,0.049,,0.139,,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,NJ,Morris County,2,34,27,34027,Distribution of population (%),7069,1435,0.704,0.033,0.001,0.107,0,0.139,0.016,Large fringe metro,
03/17/2021,01/01/2020,03/13/2021,NJ,Ocean County,2,34,29,34029,Distribution of all-cause deaths (%),9501,1578,0.926,0.025,,0.008,,0.037,0.003,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,NJ,Ocean County,2,34,29,34029,Distribution of COVID-19 deaths (%),9501,1578,0.882,0.029,,0.013,,0.071,,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,NJ,Ocean County,2,34,29,34029,Distribution of population (%),9501,1578,0.843,0.031,0.001,0.019,0,0.095,0.011,Large fringe metro,
03/17/2021,01/01/2020,03/13/2021,NJ,Passaic County,2,34,31,34031,Distribution of all-cause deaths (%),5699,1423,0.549,0.146,,0.036,,0.265,0.002,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,NJ,Passaic County,2,34,31,34031,Distribution of COVID-19 deaths (%),5699,1423,0.397,0.128,,0.047,,0.422,,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,NJ,Passaic County,2,34,31,34031,Distribution of population (%),5699,1423,0.403,0.1,0.001,0.054,0,0.429,0.012,Large fringe metro,
03/17/2021,01/01/2020,03/13/2021,NJ,Somerset County,2,34,35,34035,Distribution of all-cause deaths (%),3152,586,0.791,0.095,,0.059,,0.052,,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,NJ,Somerset County,2,34,35,34035,Distribution of COVID-19 deaths (%),3152,586,0.71,0.108,,0.058,,0.119,,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,NJ,Somerset County,2,34,35,34035,Distribution of population (%),3152,586,0.548,0.095,0.001,0.186,0,0.152,0.017,Large fringe metro,
03/17/2021,01/01/2020,03/13/2021,NJ,Sussex County,2,34,37,34037,Distribution of all-cause deaths (%),1551,217,0.92,0.033,,0.01,,0.036,,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,NJ,Sussex County,2,34,37,34037,Distribution of COVID-19 deaths (%),1551,217,0.802,0.101,,,,0.083,,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,NJ,Sussex County,2,34,37,34037,Distribution of population (%),1551,217,0.85,0.022,0.001,0.02,0,0.092,0.014,Large fringe metro,
03/17/2021,01/01/2020,03/13/2021,NJ,Union County,1,34,39,34039,Distribution of all-cause deaths (%),6447,1427,0.544,0.236,,0.035,,0.181,0.002,Large central metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,NJ,Union County,1,34,39,34039,Distribution of COVID-19 deaths (%),6447,1427,0.394,0.248,,0.042,,0.313,,Large central metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,NJ,Union County,1,34,39,34039,Distribution of population (%),6447,1427,0.392,0.209,0.001,0.055,0,0.328,0.014,Large central metro,
03/17/2021,01/01/2020,03/13/2021,NJ,Warren County,3,34,41,34041,Distribution of all-cause deaths (%),1292,194,0.911,0.04,,0.008,,0.039,,Medium metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,NJ,Warren County,3,34,41,34041,Distribution of COVID-19 deaths (%),1292,194,0.876,,,,,0.062,,Medium metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,NJ,Warren County,3,34,41,34041,Distribution of population (%),1292,194,0.804,0.051,0.001,0.028,0,0.102,0.014,Medium metro,
03/17/2021,01/01/2020,03/13/2021,NM,Bernalillo County,3,35,1,35001,Distribution of all-cause deaths (%),10042,1419,0.458,0.028,0.11,0.011,0.001,0.385,0.006,Medium metro,
03/17/2021,01/01/2020,03/13/2021,NM,Bernalillo County,3,35,1,35001,Distribution of COVID-19 deaths (%),10042,1419,0.266,0.02,0.311,0.007,,0.392,,Medium metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,NM,Bernalillo County,3,35,1,35001,Distribution of population (%),10042,1419,0.382,0.026,0.043,0.026,0.001,0.503,0.019,Medium metro,
03/17/2021,01/01/2020,03/13/2021,NM,Chaves County,5,35,5,35005,Distribution of all-cause deaths (%),867,136,0.608,0.018,,,,0.355,,Micropolitan,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,NM,Chaves County,5,35,5,35005,Distribution of COVID-19 deaths (%),867,136,0.397,,,,,0.581,,Micropolitan,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,NM,Chaves County,5,35,5,35005,Distribution of population (%),867,136,0.379,0.015,0.008,0.01,0.001,0.578,0.01,Micropolitan,
03/17/2021,01/01/2020,03/13/2021,NM,Dona Ana County,4,35,13,35013,Distribution of all-cause deaths (%),2635,391,0.477,0.014,0.011,0.005,,0.489,0.004,Small metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,NM,Dona Ana County,4,35,13,35013,Distribution of COVID-19 deaths (%),2635,391,0.251,,,,,0.703,,Small metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,NM,Dona Ana County,4,35,13,35013,Distribution of population (%),2635,391,0.267,0.016,0.008,0.011,0.001,0.687,0.011,Small metro,
03/17/2021,01/01/2020,03/13/2021,NM,McKinley County,5,35,31,35031,Distribution of all-cause deaths (%),788,186,0.123,,0.756,,,0.104,0.013,Micropolitan,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,NM,McKinley County,5,35,31,35031,Distribution of COVID-19 deaths (%),788,186,0.054,,0.844,,,0.102,,Micropolitan,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,NM,McKinley County,5,35,31,35031,Distribution of population (%),788,186,0.083,0.005,0.742,0.01,0,0.142,0.018,Micropolitan,
03/17/2021,01/01/2020,03/13/2021,NM,Sandoval County,3,35,43,35043,Distribution of all-cause deaths (%),1880,352,0.503,0.02,0.173,0.01,,0.289,,Medium metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,NM,Sandoval County,3,35,43,35043,Distribution of COVID-19 deaths (%),1880,352,0.213,,0.474,,,0.293,,Medium metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,NM,Sandoval County,3,35,43,35043,Distribution of population (%),1880,352,0.425,0.021,0.12,0.014,0.001,0.399,0.02,Medium metro,
03/17/2021,01/01/2020,03/13/2021,NM,San Juan County,4,35,45,35045,Distribution of all-cause deaths (%),1647,409,0.444,0.007,0.437,,,0.104,0.007,Small metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,NM,San Juan County,4,35,45,35045,Distribution of COVID-19 deaths (%),1647,409,0.257,,0.663,,,0.068,,Small metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,NM,San Juan County,4,35,45,35045,Distribution of population (%),1647,409,0.374,0.006,0.387,0.005,0.001,0.206,0.021,Small metro,
03/17/2021,01/01/2020,03/13/2021,NM,Santa Fe County,4,35,49,35049,Distribution of all-cause deaths (%),1757,164,0.472,,0.044,0.006,,0.466,0.007,Small metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,NM,Santa Fe County,4,35,49,35049,Distribution of COVID-19 deaths (%),1757,164,0.305,,0.201,,,0.482,,Small metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,NM,Santa Fe County,4,35,49,35049,Distribution of population (%),1757,164,0.431,0.008,0.025,0.013,0,0.509,0.013,Small metro,
03/17/2021,01/01/2020,03/13/2021,NV,Clark County,1,32,3,32003,Distribution of all-cause deaths (%),26604,4115,0.632,0.13,0.004,0.076,0.009,0.138,0.01,Large central metro,
03/17/2021,01/01/2020,03/13/2021,NV,Clark County,1,32,3,32003,Distribution of COVID-19 deaths (%),26604,4115,0.466,0.116,0.005,0.124,0.012,0.273,0.005,Large central metro,
03/17/2021,01/01/2020,03/13/2021,NV,Clark County,1,32,3,32003,Distribution of population (%),26604,4115,0.414,0.118,0.005,0.098,0.007,0.314,0.045,Large central metro,
03/17/2021,01/01/2020,03/13/2021,NV,Washoe County,3,32,31,32031,Distribution of all-cause deaths (%),6472,751,0.817,0.021,0.021,0.036,0.004,0.093,0.008,Medium metro,
03/17/2021,01/01/2020,03/13/2021,NV,Washoe County,3,32,31,32031,Distribution of COVID-19 deaths (%),6472,751,0.61,0.017,0.041,0.08,,0.233,,Medium metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,NV,Washoe County,3,32,31,32031,Distribution of population (%),6472,751,0.619,0.023,0.013,0.054,0.006,0.249,0.035,Medium metro,
03/17/2021,01/01/2020,03/13/2021,NV,Carson City,4,32,510,32510,Distribution of all-cause deaths (%),1470,172,0.878,0.012,0.014,0.013,,0.067,0.013,Small metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,NV,Carson City,4,32,510,32510,Distribution of COVID-19 deaths (%),1470,172,0.727,,,,,0.151,,Small metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,NV,Carson City,4,32,510,32510,Distribution of population (%),1470,172,0.662,0.02,0.019,0.023,0.002,0.248,0.025,Small metro,
03/17/2021,01/01/2020,03/13/2021,NY,Albany County,3,36,1,36001,Distribution of all-cause deaths (%),5215,614,0.847,0.104,,0.018,,0.023,0.007,Medium metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,NY,Albany County,3,36,1,36001,Distribution of COVID-19 deaths (%),5215,614,0.819,0.117,,0.031,,0.026,,Medium metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,NY,Albany County,3,36,1,36001,Distribution of population (%),5215,614,0.715,0.128,0.001,0.068,0,0.063,0.025,Medium metro,
03/17/2021,01/01/2020,03/13/2021,NY,Bronx County,1,36,5,36005,Distribution of all-cause deaths (%),19717,5257,0.212,0.325,,0.03,,0.392,0.041,Large central metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,NY,Bronx County,1,36,5,36005,Distribution of COVID-19 deaths (%),19717,5257,0.138,0.305,,0.039,,0.472,0.047,Large central metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,NY,Bronx County,1,36,5,36005,Distribution of population (%),19717,5257,0.09,0.292,0.003,0.04,0,0.564,0.011,Large central metro,
03/17/2021,01/01/2020,03/13/2021,NY,Broome County,4,36,7,36007,Distribution of all-cause deaths (%),3235,427,0.943,0.029,,0.01,,0.013,0.004,Small metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,NY,Broome County,4,36,7,36007,Distribution of COVID-19 deaths (%),3235,427,0.946,0.03,,,,,,Small metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,NY,Broome County,4,36,7,36007,Distribution of population (%),3235,427,0.827,0.056,0.002,0.044,0,0.044,0.027,Small metro,
03/17/2021,01/01/2020,03/13/2021,NY,Chautauqua County,5,36,13,36013,Distribution of all-cause deaths (%),1579,121,0.941,0.018,,,,0.031,,Micropolitan,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,NY,Chautauqua County,5,36,13,36013,Distribution of COVID-19 deaths (%),1579,121,0.95,,,,,,,Micropolitan,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,NY,Chautauqua County,5,36,13,36013,Distribution of population (%),1579,121,0.87,0.022,0.005,0.006,0,0.078,0.019,Micropolitan,
03/17/2021,01/01/2020,03/13/2021,NY,Chemung County,4,36,15,36015,Distribution of all-cause deaths (%),1283,160,0.942,0.048,,,,,,Small metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,NY,Chemung County,4,36,15,36015,Distribution of COVID-19 deaths (%),1283,160,0.981,,,,,,,Small metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,NY,Chemung County,4,36,15,36015,Distribution of population (%),1283,160,0.86,0.059,0.003,0.015,0,0.032,0.03,Small metro,
03/17/2021,01/01/2020,03/13/2021,NY,Columbia County,5,36,21,36021,Distribution of all-cause deaths (%),797,103,0.912,0.046,,,,0.026,,Micropolitan,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,NY,Columbia County,5,36,21,36021,Distribution of COVID-19 deaths (%),797,103,0.903,,,,,,,Micropolitan,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,NY,Columbia County,5,36,21,36021,Distribution of population (%),797,103,0.861,0.047,0.002,0.02,0,0.05,0.02,Micropolitan,
03/17/2021,01/01/2020,03/13/2021,NY,Dutchess County,2,36,27,36027,Distribution of all-cause deaths (%),3747,508,0.851,0.087,,0.011,,0.049,,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,NY,Dutchess County,2,36,27,36027,Distribution of COVID-19 deaths (%),3747,508,0.783,0.128,,,,0.069,,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,NY,Dutchess County,2,36,27,36027,Distribution of population (%),3747,508,0.706,0.106,0.002,0.036,0,0.129,0.021,Large fringe metro,
03/17/2021,01/01/2020,03/13/2021,NY,Erie County,1,36,29,36029,Distribution of all-cause deaths (%),14367,2030,0.827,0.129,0.006,0.01,,0.025,0.003,Large central metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,NY,Erie County,1,36,29,36029,Distribution of COVID-19 deaths (%),14367,2030,0.835,0.116,0.008,0.014,,0.026,,Large central metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,NY,Erie County,1,36,29,36029,Distribution of population (%),14367,2030,0.749,0.131,0.006,0.038,0,0.058,0.018,Large central metro,
03/17/2021,01/01/2020,03/13/2021,NY,Genesee County,5,36,37,36037,Distribution of all-cause deaths (%),756,127,0.948,0.028,0.013,,,,,Micropolitan,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,NY,Genesee County,5,36,37,36037,Distribution of COVID-19 deaths (%),756,127,0.937,,,,,,,Micropolitan,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,NY,Genesee County,5,36,37,36037,Distribution of population (%),756,127,0.902,0.028,0.011,0.006,0,0.035,0.018,Micropolitan,
03/17/2021,01/01/2020,03/13/2021,NY,Kings County,1,36,47,36047,Distribution of all-cause deaths (%),26711,7698,0.361,0.37,,0.081,,0.157,0.031,Large central metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,NY,Kings County,1,36,47,36047,Distribution of COVID-19 deaths (%),26711,7698,0.32,0.375,,0.084,,0.193,0.029,Large central metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,NY,Kings County,1,36,47,36047,Distribution of population (%),26711,7698,0.368,0.297,0.002,0.125,0,0.189,0.02,Large central metro,
03/17/2021,01/01/2020,03/13/2021,NY,Monroe County,1,36,55,36055,Distribution of all-cause deaths (%),11084,1417,0.815,0.128,0.002,0.012,,0.041,0.003,Large central metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,NY,Monroe County,1,36,55,36055,Distribution of COVID-19 deaths (%),11084,1417,0.802,0.124,,0.012,,0.056,,Large central metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,NY,Monroe County,1,36,55,36055,Distribution of population (%),11084,1417,0.701,0.146,0.002,0.036,0,0.092,0.022,Large central metro,
03/17/2021,01/01/2020,03/13/2021,NY,Montgomery County,5,36,57,36057,Distribution of all-cause deaths (%),820,107,0.946,0.017,,,,0.03,,Micropolitan,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,NY,Montgomery County,5,36,57,36057,Distribution of COVID-19 deaths (%),820,107,0.953,,,,,,,Micropolitan,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,NY,Montgomery County,5,36,57,36057,Distribution of population (%),820,107,0.802,0.021,0.003,0.008,0.001,0.15,0.015,Micropolitan,
03/17/2021,01/01/2020,03/13/2021,NY,Nassau County,2,36,59,36059,Distribution of all-cause deaths (%),18585,4369,0.701,0.146,,0.052,,0.094,0.007,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,NY,Nassau County,2,36,59,36059,Distribution of COVID-19 deaths (%),18585,4369,0.57,0.187,,0.071,,0.161,0.008,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,NY,Nassau County,2,36,59,36059,Distribution of population (%),18585,4369,0.585,0.117,0.001,0.107,0,0.175,0.015,Large fringe metro,
03/17/2021,01/01/2020,03/13/2021,NY,New York County,1,36,61,36061,Distribution of all-cause deaths (%),21693,5251,0.395,0.213,,0.089,,0.263,0.04,Large central metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,NY,New York County,1,36,61,36061,Distribution of COVID-19 deaths (%),21693,5251,0.305,0.204,,0.097,,0.351,0.042,Large central metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,NY,New York County,1,36,61,36061,Distribution of population (%),21693,5251,0.472,0.124,0.001,0.125,0,0.256,0.021,Large central metro,
03/17/2021,01/01/2020,03/13/2021,NY,Niagara County,2,36,63,36063,Distribution of all-cause deaths (%),2872,268,0.894,0.073,0.008,0.007,,0.012,0.004,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,NY,Niagara County,2,36,63,36063,Distribution of COVID-19 deaths (%),2872,268,0.862,0.119,,,,,,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,NY,Niagara County,2,36,63,36063,Distribution of population (%),2872,268,0.849,0.071,0.01,0.011,0,0.033,0.025,Large fringe metro,
03/17/2021,01/01/2020,03/13/2021,NY,Oneida County,3,36,65,36065,Distribution of all-cause deaths (%),3790,572,0.913,0.044,,0.015,,0.019,0.006,Medium metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,NY,Oneida County,3,36,65,36065,Distribution of COVID-19 deaths (%),3790,572,0.895,0.042,,0.028,,0.028,,Medium metro,Data based on counts less than 10 suppressed
